Country,Sector,Year,Gas,Sample group,Break type,Coefficient,Target p-value,Standard Error,T-stat,P-value
Austria,Other product manufacture,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.302,0.010,0.052,5.797,0.000
Austria,Other product manufacture,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.361,0.050,0.048,7.498,0.000
Austria,Other product manufacture,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.368,0.010,0.059,6.272,0.000
Austria,Other product manufacture,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.480,0.001,0.058,8.339,0.000
Austria,Other product manufacture,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.285,0.050,0.031,9.121,0.000
Austria,Other product manufacture,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.299,0.010,0.035,8.523,0.000
Austria,Other product manufacture,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.288,0.001,0.046,6.194,0.000
Austria,Railways,2004,Carbon dioxide (CO2),EU15,negative,0.367,0.050,0.052,7.030,0.000
Austria,Railways,2004,Carbon dioxide (CO2),EU15,negative,0.371,0.010,0.058,6.413,0.000
Austria,Railways,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.373,0.050,0.052,7.144,0.000
Austria,Railways,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.377,0.010,0.058,6.516,0.000
Austria,Railways,2005,Methane (CH4),EU15,negative,0.392,0.050,0.050,7.837,0.000
Austria,Railways,2005,Methane (CH4),EU15,negative,0.395,0.010,0.056,7.010,0.000
Austria,Residential,2002,Methane (CH4),EU15,negative,-0.177,0.050,0.044,-4.057,0.000
Austria,Residential,2003,Methane (CH4),OECD with EU15 effects,negative,-0.167,0.050,0.042,-3.965,0.000
Austria,Road transport,1998,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.073,0.050,0.032,2.255,0.024
Austria,Road transport,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.071,0.050,0.032,2.206,0.028
Austria,Road transport,2002,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.134,0.050,0.025,5.434,0.000
Austria,Road transport,2002,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.153,0.010,0.023,6.575,0.000
Austria,Road transport,2002,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.155,0.001,0.028,5.627,0.000
Austria,Road transport,2002,Carbon dioxide (CO2),OECD,negative,0.198,0.050,0.019,10.549,0.000
Austria,Road transport,2002,Carbon dioxide (CO2),OECD,negative,0.200,0.010,0.020,10.101,0.000
Austria,Road transport,2002,Carbon dioxide (CO2),OECD,negative,0.194,0.001,0.024,8.095,0.000
Austria,Road transport,2002,Carbon dioxide (CO2),EU15,negative,0.140,0.010,0.020,6.859,0.000
Austria,Road transport,2002,Carbon dioxide (CO2),EU15,negative,0.141,0.001,0.022,6.516,0.000
Austria,Road transport,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.134,0.050,0.025,5.419,0.000
Austria,Road transport,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.150,0.010,0.024,6.354,0.000
Austria,Road transport,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.155,0.001,0.028,5.622,0.000
Austria,Road transport,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.200,0.050,0.019,10.749,0.000
Austria,Road transport,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.202,0.010,0.020,10.172,0.000
Austria,Road transport,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.193,0.001,0.024,8.024,0.000
Austria,Road transport,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.141,0.010,0.020,6.897,0.000
Austria,Road transport,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.141,0.001,0.022,6.539,0.000
Austria,Road transport,2003,Methane (CH4),OECD with EU15 effects,positive,0.223,0.050,0.035,6.393,0.000
Austria,Road transport,2003,Methane (CH4),OECD with EU15 effects,positive,0.222,0.010,0.038,5.837,0.000
Austria,Road transport,2009,Methane (CH4),EU15,negative,0.175,0.050,0.028,6.289,0.000
Austria,Road transport,2009,Methane (CH4),EU15,negative,0.161,0.010,0.029,5.547,0.000
Austria,Road transport,2013,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.110,0.050,0.018,5.969,0.000
Austria,Road transport,2013,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.108,0.010,0.021,5.117,0.000
Austria,Road transport,2013,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.117,0.001,0.025,4.688,0.000
Austria,Road transport,2013,Carbon dioxide (CO2),EU15,negative,0.114,0.050,0.015,7.689,0.000
Austria,Road transport,2013,Carbon dioxide (CO2),EU15,negative,0.111,0.010,0.019,5.994,0.000
Austria,Road transport,2013,Carbon dioxide (CO2),EU15,negative,0.112,0.001,0.019,5.748,0.000
Austria,Road transport,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.112,0.050,0.019,6.018,0.000
Austria,Road transport,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.111,0.010,0.021,5.176,0.000
Austria,Road transport,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.118,0.001,0.025,4.702,0.000
Austria,Road transport,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.115,0.050,0.015,7.743,0.000
Austria,Road transport,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.112,0.010,0.018,6.044,0.000
Austria,Road transport,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.112,0.001,0.019,5.781,0.000
Austria,Substitutes for ODS,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.612,0.050,0.112,-5.477,0.000
Austria,Substitutes for ODS,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.651,0.010,0.111,-5.890,0.000
Austria,Substitutes for ODS,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.566,0.050,0.091,-6.246,0.000
Austria,Substitutes for ODS,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.672,0.010,0.107,-6.299,0.000
Austria,Substitutes for ODS,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.708,0.050,0.097,-7.322,0.000
Austria,Substitutes for ODS,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.819,0.010,0.105,-7.839,0.000
Austria,Substitutes for ODS,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.702,0.001,0.122,-5.767,0.000
Belgium,Biomass burning,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.239,0.050,0.099,2.410,0.016
Belgium,Biomass burning,2001,Methane (CH4),OECD with EU15 effects,positive,0.239,0.050,0.099,2.410,0.016
Belgium,Biomass burning,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.942,0.050,0.075,12.561,0.000
Belgium,Biomass burning,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.905,0.010,0.086,10.524,0.000
Belgium,Biomass burning,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.858,0.001,0.098,8.756,0.000
Belgium,Biomass burning,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.832,0.050,0.070,11.945,0.000
Belgium,Biomass burning,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.826,0.010,0.073,11.350,0.000
Belgium,Biomass burning,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.859,0.050,0.083,10.409,0.000
Belgium,Biomass burning,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.914,0.010,0.086,10.684,0.000
Belgium,Biomass burning,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.974,0.001,0.099,9.840,0.000
Belgium,Biomass burning,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.989,0.001,0.081,12.190,0.000
Belgium,Biomass burning,2009,Methane (CH4),OECD with EU15 effects,positive,0.859,0.050,0.083,10.409,0.000
Belgium,Biomass burning,2009,Methane (CH4),OECD with EU15 effects,positive,0.914,0.010,0.086,10.684,0.000
Belgium,Biomass burning,2009,Methane (CH4),OECD with EU15 effects,positive,0.974,0.001,0.099,9.840,0.000
Belgium,Biomass burning,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.446,0.050,0.083,5.368,0.000
Belgium,Biomass burning,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.456,0.010,0.087,5.234,0.000
Belgium,Carbonate uses,2001,Carbon dioxide (CO2),EU15,negative,-0.825,0.010,0.074,-11.119,0.000
Belgium,Carbonate uses,2001,Carbon dioxide (CO2),EU15,negative,-0.808,0.001,0.076,-10.559,0.000
Belgium,Carbonate uses,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.825,0.010,0.074,-11.119,0.000
Belgium,Carbonate uses,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.808,0.001,0.076,-10.559,0.000
Belgium,Chemical industry,2001,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.288,0.050,0.122,2.349,0.019
Belgium,Chemical industry,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.784,0.050,0.108,7.249,0.000
Belgium,Chemical industry,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.769,0.010,0.113,6.792,0.000
Belgium,Chemical industry,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.844,0.001,0.181,4.667,0.000
Belgium,Chemical industry,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.689,0.050,0.098,7.063,0.000
Belgium,Chemical industry,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,1.023,0.010,0.184,5.557,0.000
Belgium,Chemical industry,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.749,0.001,0.191,3.928,0.000
Belgium,Direct N2O - managed soils,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.081,0.050,0.015,5.513,0.000
Belgium,Direct N2O - managed soils,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.076,0.050,0.009,8.070,0.000
Belgium,Direct N2O - managed soils,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.074,0.010,0.011,6.983,0.000
Belgium,Direct N2O - managed soils,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.075,0.001,0.011,6.839,0.000
Belgium,Electricity and heat,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.166,0.050,0.049,-3.402,0.001
Belgium,Electricity and heat,2007,Methane (CH4),EU15,negative,0.177,0.050,0.032,5.535,0.000
Belgium,Electricity and heat,2018,Methane (CH4),EU15,negative,-0.143,0.050,0.041,-3.489,0.001
Belgium,Enteric fermentation,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.041,0.050,0.017,-2.410,0.016
Belgium,Enteric fermentation,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.061,0.010,0.020,-3.003,0.003
Belgium,Enteric fermentation,2001,Methane (CH4),OECD with EU15 effects,negative,-0.041,0.050,0.017,-2.410,0.016
Belgium,Enteric fermentation,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.083,0.050,0.016,-5.058,0.000
Belgium,Enteric fermentation,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.061,0.050,0.009,-6.597,0.000
Belgium,Enteric fermentation,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.065,0.010,0.011,-5.893,0.000
Belgium,Enteric fermentation,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.065,0.001,0.013,-4.859,0.000
Belgium,Enteric fermentation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.092,0.050,0.014,-6.538,0.000
Belgium,Enteric fermentation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.115,0.010,0.015,-7.603,0.000
Belgium,Enteric fermentation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.117,0.001,0.017,-6.886,0.000
Belgium,Enteric fermentation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.109,0.010,0.017,-6.427,0.000
Belgium,Enteric fermentation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.131,0.001,0.018,-7.317,0.000
Belgium,Enteric fermentation,2011,Methane (CH4),OECD with EU15 effects,negative,-0.092,0.050,0.014,-6.538,0.000
Belgium,Enteric fermentation,2011,Methane (CH4),OECD with EU15 effects,negative,-0.115,0.010,0.015,-7.603,0.000
Belgium,Enteric fermentation,2011,Methane (CH4),OECD with EU15 effects,negative,-0.117,0.001,0.017,-6.886,0.000
Belgium,Enteric fermentation,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.095,0.050,0.015,-6.269,0.000
Belgium,Enteric fermentation,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.088,0.010,0.010,-8.530,0.000
Belgium,Enteric fermentation,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.085,0.001,0.012,-6.921,0.000
Belgium,Glass Production,2010,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.251,0.050,0.062,-4.053,0.000
Belgium,Glass Production,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.251,0.050,0.062,-4.053,0.000
Belgium,Incineration of waste,2001,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.689,0.050,0.243,-2.839,0.005
Belgium,Incineration of waste,2001,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.692,0.010,0.247,-2.797,0.005
Belgium,Incineration of waste,2001,Carbon dioxide (CO2),OECD,negative,-0.765,0.050,0.219,-3.496,0.001
Belgium,Incineration of waste,2001,Carbon dioxide (CO2),OECD,negative,-0.760,0.010,0.251,-3.026,0.003
Belgium,Incineration of waste,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.130,0.050,0.065,-1.989,0.047
Belgium,Incineration of waste,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.173,0.050,0.063,-2.736,0.006
Belgium,Incineration of waste,2005,Carbon dioxide (CO2),OECD with EU15 effects,negative,-2.198,0.050,0.209,-10.529,0.000
Belgium,Incineration of waste,2005,Carbon dioxide (CO2),OECD with EU15 effects,negative,-2.199,0.010,0.213,-10.338,0.000
Belgium,Incineration of waste,2005,Carbon dioxide (CO2),OECD with EU15 effects,negative,-2.548,0.001,0.172,-14.797,0.000
Belgium,Incineration of waste,2005,Carbon dioxide (CO2),OECD,negative,-2.290,0.050,0.188,-12.194,0.000
Belgium,Incineration of waste,2005,Carbon dioxide (CO2),OECD,negative,-2.335,0.010,0.215,-10.846,0.000
Belgium,Incineration of waste,2005,Carbon dioxide (CO2),OECD,negative,-2.847,0.001,0.167,-17.030,0.000
Belgium,Incineration of waste,2005,Carbon dioxide (CO2),EU15,negative,-2.693,0.001,0.145,-18.619,0.000
Belgium,Incineration of waste,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.491,0.050,0.054,-9.025,0.000
Belgium,Incineration of waste,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.550,0.010,0.051,-10.754,0.000
Belgium,Incineration of waste,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.597,0.001,0.068,-8.818,0.000
Belgium,Incineration of waste,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.553,0.050,0.048,-11.485,0.000
Belgium,Incineration of waste,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.559,0.010,0.050,-11.252,0.000
Belgium,Incineration of waste,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.603,0.001,0.054,-11.243,0.000
Belgium,Incineration of waste,2010,Methane (CH4),OECD with EU15 effects,negative,-0.544,0.050,0.046,-11.708,0.000
Belgium,Incineration of waste,2010,Methane (CH4),OECD with EU15 effects,negative,-0.529,0.010,0.052,-10.199,0.000
Belgium,Incineration of waste,2010,Methane (CH4),OECD with EU15 effects,negative,-0.561,0.001,0.067,-8.436,0.000
Belgium,Incineration of waste,2010,Methane (CH4),EU15,negative,-0.503,0.050,0.047,-10.676,0.000
Belgium,Incineration of waste,2010,Methane (CH4),EU15,negative,-0.556,0.010,0.055,-10.105,0.000
Belgium,Incineration of waste,2010,Methane (CH4),EU15,negative,-0.594,0.001,0.058,-10.244,0.000
Belgium,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.472,0.050,0.053,-8.891,0.000
Belgium,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.530,0.010,0.052,-10.215,0.000
Belgium,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.577,0.001,0.061,-9.483,0.000
Belgium,Incineration of waste,2012,Methane (CH4),OECD,negative,-0.483,0.050,0.046,-10.537,0.000
Belgium,Incineration of waste,2012,Methane (CH4),OECD,negative,-0.490,0.010,0.051,-9.521,0.000
Belgium,Incineration of waste,2012,Methane (CH4),OECD,negative,-0.518,0.001,0.066,-7.831,0.000
Belgium,Incineration of waste,2013,Carbon dioxide (CO2),EU15,negative,0.319,0.050,0.137,2.331,0.021
Belgium,Indirect N20 - nitrogen,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.067,0.050,0.015,4.573,0.000
Belgium,Indirect N20 - nitrogen,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.073,0.010,0.016,4.561,0.000
Belgium,Indirect N2O - manure,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.084,0.050,0.015,-5.770,0.000
Belgium,Indirect N2O - manure,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.106,0.010,0.017,-6.152,0.000
Belgium,Indirect N2O - manure,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.125,0.050,0.015,-8.482,0.000
Belgium,Indirect N2O - manure,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.125,0.010,0.017,-7.207,0.000
Belgium,Indirect N2O - manure,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.134,0.001,0.019,-7.065,0.000
Belgium,Indirect N2O - manure,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.082,0.050,0.010,-7.951,0.000
Belgium,Indirect N2O - manure,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.091,0.010,0.011,-8.572,0.000
Belgium,Indirect N2O - manure,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.101,0.001,0.013,-7.955,0.000
Belgium,Indirect N2O - manure,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.049,0.050,0.011,-4.501,0.000
Belgium,Manufacturing & construction,1999,Methane (CH4),EU15,negative,0.270,0.050,0.053,5.119,0.000
Belgium,Manufacturing & construction,2002,Methane (CH4),EU15,negative,-0.263,0.050,0.046,-5.661,0.000
Belgium,Manufacturing & construction,2004,Carbon dioxide (CO2),EU15,negative,-0.155,0.050,0.027,-5.646,0.000
Belgium,Manufacturing & construction,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.149,0.050,0.028,-5.303,0.000
Belgium,Manufacturing & construction,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.143,0.010,0.031,-4.674,0.000
Belgium,Manufacturing & construction,2010,Methane (CH4),EU15,negative,0.191,0.050,0.031,6.066,0.000
Belgium,Manufacturing & construction,2010,Methane (CH4),EU15,negative,0.179,0.010,0.035,5.157,0.000
Belgium,Manufacturing & construction,2013,Carbon dioxide (CO2),EU15,negative,0.163,0.050,0.027,6.125,0.000
Belgium,Manufacturing & construction,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.165,0.050,0.027,6.094,0.000
Belgium,Manufacturing & construction,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.174,0.010,0.030,5.837,0.000
Belgium,Manure management,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.085,0.010,0.013,-6.578,0.000
Belgium,Manure management,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.102,0.050,0.014,-7.037,0.000
Belgium,Manure management,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.102,0.010,0.018,-5.795,0.000
Belgium,Manure management,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.139,0.050,0.015,-9.437,0.000
Belgium,Manure management,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.127,0.010,0.017,-7.480,0.000
Belgium,Manure management,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.130,0.001,0.019,-6.828,0.000
Belgium,Manure management,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.084,0.050,0.010,-8.119,0.000
Belgium,Manure management,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.105,0.001,0.014,-7.565,0.000
Belgium,Manure management,2003,Methane (CH4),OECD with EU15 effects,negative,-0.112,0.050,0.015,-7.736,0.000
