gas,sample,sector,target p-value,country,year,coef,std.error,t-stat,p-value,break direction
all_ghg,EU15,Indirect N20 - nitrogen,0.05,Ireland,2010,-0.087,0.020,-4.256,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.05,Ireland,2015,-0.098,0.028,-3.550,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.05,Netherlands,2014,-0.093,0.016,-5.981,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.05,Portugal,2006,-0.037,0.017,-2.171,0.031,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.05,Portugal,2017,-0.052,0.021,-2.429,0.016,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.05,Sweden,2001,-0.190,0.020,-9.568,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.05,Sweden,2010,0.074,0.018,4.170,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.05,Sweden,2020,0.134,0.025,5.417,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Austria,2003,0.152,0.017,8.739,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Belgium,2010,0.073,0.016,4.561,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Germany,2002,-0.058,0.020,-2.909,0.004,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Denmark,2012,-0.168,0.016,-10.201,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Spain,2004,0.131,0.022,5.951,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Finland,2014,0.167,0.018,9.334,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.01,UnitedKingdom,2002,-0.102,0.021,-4.942,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Greece,2006,0.128,0.017,7.446,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Ireland,2010,-0.083,0.023,-3.557,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Ireland,2015,-0.120,0.029,-4.145,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Luxembourg,2004,0.228,0.025,9.208,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Luxembourg,2015,-0.212,0.027,-7.722,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Netherlands,2014,-0.088,0.017,-5.228,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Sweden,2001,-0.186,0.022,-8.644,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Sweden,2010,0.073,0.019,3.739,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.01,Sweden,2020,0.133,0.027,4.926,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Austria,2003,0.149,0.021,7.176,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Denmark,2012,-0.188,0.019,-9.737,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Spain,2003,0.153,0.028,5.423,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Finland,2014,0.165,0.020,8.095,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Ireland,2010,-0.141,0.024,-5.870,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Luxembourg,2004,0.172,0.029,6.014,0.000,positive
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Luxembourg,2015,-0.244,0.032,-7.659,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Luxembourg,2020,-0.126,0.041,-3.044,0.003,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Sweden,1999,-0.156,0.027,-5.779,0.000,negative
all_ghg,EU15,Indirect N20 - nitrogen,0.001,Sweden,2020,0.171,0.031,5.501,0.000,positive
all_ghg,EU15,Indirect N2O  - managed soils,0.05,Germany,2003,0.092,0.013,6.889,0.000,positive
all_ghg,EU15,Indirect N2O  - managed soils,0.05,Germany,2018,-0.129,0.015,-8.500,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.05,Spain,2002,0.070,0.016,4.422,0.000,positive
all_ghg,EU15,Indirect N2O  - managed soils,0.05,Finland,2006,-0.062,0.013,-4.858,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.05,France,2020,-0.120,0.018,-6.691,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.05,UnitedKingdom,1998,-0.075,0.019,-3.882,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.05,Greece,2004,-0.090,0.014,-6.614,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.05,Netherlands,1998,-0.084,0.018,-4.638,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.05,Portugal,2001,-0.092,0.014,-6.553,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.05,Sweden,1998,-0.123,0.018,-6.781,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.01,Germany,2003,0.092,0.013,6.901,0.000,positive
all_ghg,EU15,Indirect N2O  - managed soils,0.01,Germany,2018,-0.130,0.015,-8.546,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.01,Spain,2002,0.076,0.015,4.991,0.000,positive
all_ghg,EU15,Indirect N2O  - managed soils,0.01,Spain,2016,0.084,0.013,6.271,0.000,positive
all_ghg,EU15,Indirect N2O  - managed soils,0.01,Finland,2006,-0.062,0.013,-4.794,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.01,France,2020,-0.122,0.018,-6.778,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.01,UnitedKingdom,1998,-0.076,0.019,-3.922,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.01,Greece,2004,-0.098,0.013,-7.428,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.01,Netherlands,1998,-0.084,0.018,-4.634,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.01,Portugal,2001,-0.091,0.014,-6.477,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.01,Sweden,1998,-0.122,0.018,-6.752,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.001,Germany,2003,0.104,0.015,6.929,0.000,positive
all_ghg,EU15,Indirect N2O  - managed soils,0.001,Germany,2017,-0.107,0.016,-6.601,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.001,Spain,2002,0.113,0.016,7.080,0.000,positive
all_ghg,EU15,Indirect N2O  - managed soils,0.001,Spain,2017,0.093,0.016,5.892,0.000,positive
all_ghg,EU15,Indirect N2O  - managed soils,0.001,Finland,2006,-0.064,0.014,-4.431,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.001,Greece,2004,-0.105,0.014,-7.375,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.001,Portugal,2001,-0.087,0.016,-5.496,0.000,negative
all_ghg,EU15,Indirect N2O  - managed soils,0.001,Sweden,1998,-0.107,0.020,-5.316,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,Austria,2014,-0.046,0.010,-4.748,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,Belgium,2003,-0.082,0.010,-7.951,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,Belgium,2016,-0.049,0.011,-4.501,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,Denmark,2001,0.075,0.011,6.869,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.05,Finland,2007,-0.064,0.010,-6.261,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,Finland,2017,-0.065,0.012,-5.391,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,France,2016,-0.046,0.011,-4.314,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,UnitedKingdom,2001,-0.048,0.014,-3.533,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,UnitedKingdom,2007,-0.051,0.011,-4.465,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,Greece,2003,0.063,0.011,5.763,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.05,Greece,2014,-0.067,0.013,-5.281,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,Ireland,2000,0.077,0.013,5.766,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.05,Italy,2008,0.036,0.010,3.493,0.001,positive
all_ghg,EU15,Indirect N2O - manure,0.05,Italy,2018,0.077,0.013,5.839,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.05,Netherlands,2002,-0.057,0.013,-4.469,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.05,Netherlands,2008,0.087,0.011,7.771,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.05,Portugal,2015,0.092,0.012,7.520,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.05,Sweden,2009,-0.088,0.010,-9.051,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.01,Belgium,2003,-0.091,0.011,-8.572,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.01,Denmark,2001,0.084,0.012,7.146,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.01,Spain,2003,0.071,0.016,4.342,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.01,Spain,2018,0.141,0.013,10.883,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.01,Finland,2007,-0.059,0.011,-5.346,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.01,Finland,2017,-0.058,0.013,-4.420,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.01,France,2016,-0.034,0.011,-2.988,0.003,negative
all_ghg,EU15,Indirect N2O - manure,0.01,UnitedKingdom,2001,-0.044,0.015,-2.989,0.003,negative
all_ghg,EU15,Indirect N2O - manure,0.01,UnitedKingdom,2007,-0.044,0.012,-3.529,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.01,Greece,2003,0.067,0.012,5.647,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.01,Greece,2014,-0.055,0.013,-4.099,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.01,Ireland,2000,0.078,0.014,5.365,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.01,Italy,2008,0.045,0.011,4.087,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.01,Italy,2018,0.085,0.014,6.019,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.01,Netherlands,2008,0.065,0.010,6.661,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.01,Portugal,2015,0.108,0.012,8.658,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.01,Sweden,1999,-0.062,0.015,-4.239,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.01,Sweden,2009,-0.081,0.010,-7.734,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.001,Belgium,2003,-0.101,0.013,-7.955,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.001,Denmark,2002,0.066,0.013,4.982,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.001,Spain,2003,0.114,0.016,7.239,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.001,Spain,2018,0.152,0.015,9.832,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.001,Finland,2007,-0.088,0.012,-7.305,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.001,UnitedKingdom,2001,-0.090,0.016,-5.813,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.001,Italy,2008,0.049,0.013,3.773,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.001,Italy,2018,0.098,0.017,5.878,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.001,Portugal,2015,0.113,0.014,8.139,0.000,positive
all_ghg,EU15,Indirect N2O - manure,0.001,Sweden,2000,-0.097,0.016,-6.179,0.000,negative
all_ghg,EU15,Indirect N2O - manure,0.001,Sweden,2014,-0.074,0.013,-5.732,0.000,negative
all_ghg,EU15,Lime production,0.05,Finland,2002,-0.215,0.102,-2.093,0.037,negative
all_ghg,EU15,Liming,0.05,Germany,1996,2.131,0.478,4.461,0.000,positive
all_ghg,EU15,Liming,0.05,Ireland,2007,0.615,0.246,2.503,0.013,positive
all_ghg,EU15,Liming,0.05,Sweden,2004,-1.161,0.186,-6.256,0.000,negative
all_ghg,EU15,Liming,0.01,Germany,1996,2.180,0.504,4.326,0.000,positive
all_ghg,EU15,Liming,0.01,Ireland,2007,0.836,0.257,3.258,0.001,positive
all_ghg,EU15,Liming,0.001,Germany,1996,2.451,0.504,4.860,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.05,Austria,2009,0.291,0.025,11.663,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.05,Belgium,2004,-0.149,0.028,-5.303,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.05,Belgium,2013,0.165,0.027,6.094,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.05,Germany,2008,0.239,0.026,9.333,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.05,Spain,2000,0.156,0.032,4.811,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.05,UnitedKingdom,2003,-0.136,0.029,-4.649,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.05,Greece,2009,-0.060,0.027,-2.170,0.031,negative
all_ghg,EU15,Manufacturing & construction,0.05,Greece,2018,-0.160,0.034,-4.694,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.05,Ireland,2000,0.158,0.036,4.432,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.05,Ireland,2009,-0.100,0.029,-3.470,0.001,negative
all_ghg,EU15,Manufacturing & construction,0.05,Italy,2013,-0.230,0.026,-8.893,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.05,Netherlands,2009,0.219,0.023,9.399,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.05,Portugal,1998,0.221,0.043,5.136,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.05,Portugal,2003,-0.173,0.031,-5.555,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.05,Sweden,2005,-0.278,0.025,-11.287,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.01,Austria,2009,0.323,0.026,12.211,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.01,Belgium,2004,-0.143,0.031,-4.674,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.01,Belgium,2013,0.174,0.030,5.837,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.01,Germany,2008,0.269,0.028,9.680,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.01,Spain,2000,0.151,0.035,4.265,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.01,UnitedKingdom,2003,-0.124,0.032,-3.859,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.01,Greece,2018,-0.170,0.035,-4.881,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.01,Italy,2013,-0.209,0.027,-7.665,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.01,Netherlands,2009,0.238,0.025,9.400,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.01,Sweden,2005,-0.269,0.026,-10.160,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.001,Austria,2003,0.214,0.038,5.654,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.001,Austria,2009,0.242,0.034,7.037,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.001,Germany,2008,0.270,0.030,9.063,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.001,UnitedKingdom,2010,-0.128,0.035,-3.620,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.001,UnitedKingdom,2016,-0.215,0.039,-5.470,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.001,Italy,2013,-0.197,0.029,-6.759,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.001,Luxembourg,1998,-0.489,0.051,-9.568,0.000,negative
all_ghg,EU15,Manufacturing & construction,0.001,Netherlands,2009,0.232,0.027,8.513,0.000,positive
all_ghg,EU15,Manufacturing & construction,0.001,Sweden,2005,-0.271,0.028,-9.537,0.000,negative
all_ghg,EU15,Manure management,0.05,Austria,2015,-0.064,0.010,-6.424,0.000,negative
all_ghg,EU15,Manure management,0.05,Belgium,2003,-0.084,0.010,-8.119,0.000,negative
all_ghg,EU15,Manure management,0.05,Belgium,2016,-0.060,0.011,-5.567,0.000,negative
all_ghg,EU15,Manure management,0.05,Germany,2007,0.055,0.010,5.285,0.000,positive
all_ghg,EU15,Manure management,0.05,Denmark,2001,0.116,0.011,10.392,0.000,positive
all_ghg,EU15,Manure management,0.05,Spain,2020,0.103,0.016,6.377,0.000,positive
all_ghg,EU15,Manure management,0.05,Finland,2005,-0.027,0.011,-2.534,0.012,negative
all_ghg,EU15,Manure management,0.05,Finland,2017,-0.087,0.012,-7.484,0.000,negative
all_ghg,EU15,Manure management,0.05,France,2016,-0.035,0.011,-3.282,0.001,negative
all_ghg,EU15,Manure management,0.05,UnitedKingdom,2000,-0.050,0.014,-3.652,0.000,negative
all_ghg,EU15,Manure management,0.05,UnitedKingdom,2007,-0.050,0.011,-4.483,0.000,negative
all_ghg,EU15,Manure management,0.05,Greece,2004,0.066,0.011,5.924,0.000,positive
all_ghg,EU15,Manure management,0.05,Greece,2013,-0.049,0.013,-3.720,0.000,negative
all_ghg,EU15,Manure management,0.05,Ireland,1998,0.059,0.015,3.828,0.000,positive
all_ghg,EU15,Manure management,0.05,Ireland,2013,0.028,0.013,2.213,0.028,positive
all_ghg,EU15,Manure management,0.05,Italy,2008,0.058,0.010,5.555,0.000,positive
all_ghg,EU15,Manure management,0.05,Italy,2018,0.058,0.013,4.465,0.000,positive
all_ghg,EU15,Manure management,0.05,Netherlands,2002,-0.073,0.013,-5.825,0.000,negative
all_ghg,EU15,Manure management,0.05,Netherlands,2008,0.089,0.011,7.914,0.000,positive
all_ghg,EU15,Manure management,0.05,Portugal,2001,-0.061,0.012,-5.248,0.000,negative
all_ghg,EU15,Manure management,0.05,Portugal,2014,0.101,0.012,8.538,0.000,positive
all_ghg,EU15,Manure management,0.05,Sweden,2012,-0.083,0.012,-7.190,0.000,negative
all_ghg,EU15,Manure management,0.01,Austria,2014,-0.064,0.011,-5.694,0.000,negative
all_ghg,EU15,Manure management,0.01,Belgium,2002,-0.085,0.013,-6.578,0.000,negative
all_ghg,EU15,Manure management,0.01,Belgium,2016,-0.063,0.013,-4.887,0.000,negative
all_ghg,EU15,Manure management,0.01,Germany,2007,0.046,0.012,3.966,0.000,positive
all_ghg,EU15,Manure management,0.01,Denmark,2001,0.119,0.013,9.190,0.000,positive
all_ghg,EU15,Manure management,0.01,Spain,2003,0.117,0.016,7.153,0.000,positive
all_ghg,EU15,Manure management,0.01,Finland,2005,-0.039,0.012,-3.120,0.002,negative
all_ghg,EU15,Manure management,0.01,Finland,2017,-0.085,0.014,-6.087,0.000,negative
all_ghg,EU15,Manure management,0.01,UnitedKingdom,2007,-0.067,0.012,-5.534,0.000,negative
all_ghg,EU15,Manure management,0.01,Ireland,1998,0.051,0.019,2.719,0.007,positive
all_ghg,EU15,Manure management,0.01,Italy,2008,0.060,0.012,4.977,0.000,positive
all_ghg,EU15,Manure management,0.01,Italy,2018,0.066,0.015,4.247,0.000,positive
all_ghg,EU15,Manure management,0.01,Portugal,2015,0.077,0.013,5.906,0.000,positive
all_ghg,EU15,Manure management,0.01,Sweden,2000,-0.092,0.015,-5.979,0.000,negative
all_ghg,EU15,Manure management,0.01,Sweden,2009,-0.129,0.012,-10.751,0.000,negative
all_ghg,EU15,Manure management,0.001,Belgium,2003,-0.105,0.014,-7.565,0.000,negative
all_ghg,EU15,Manure management,0.001,Denmark,2001,0.119,0.015,7.778,0.000,positive
all_ghg,EU15,Manure management,0.001,Spain,2003,0.179,0.016,11.075,0.000,positive
all_ghg,EU15,Manure management,0.001,Spain,2018,0.162,0.017,9.527,0.000,positive
all_ghg,EU15,Manure management,0.001,Finland,2017,-0.098,0.016,-6.310,0.000,negative
all_ghg,EU15,Manure management,0.001,UnitedKingdom,2007,-0.072,0.014,-5.044,0.000,negative
all_ghg,EU15,Manure management,0.001,Italy,2008,0.087,0.013,6.622,0.000,positive
all_ghg,EU15,Manure management,0.001,Portugal,2015,0.083,0.015,5.513,0.000,positive
all_ghg,EU15,Manure management,0.001,Sweden,2000,-0.100,0.018,-5.445,0.000,negative
all_ghg,EU15,Manure management,0.001,Sweden,2009,-0.127,0.014,-8.947,0.000,negative
all_ghg,EU15,Metal industry,0.05,Austria,2008,0.549,0.045,12.108,0.000,positive
all_ghg,EU15,Metal industry,0.05,Germany,2000,0.340,0.063,5.420,0.000,positive
all_ghg,EU15,Metal industry,0.05,Germany,2008,-0.130,0.052,-2.474,0.014,negative
all_ghg,EU15,Metal industry,0.05,Denmark,2001,-0.281,0.117,-2.406,0.017,negative
all_ghg,EU15,Metal industry,0.05,Finland,2002,0.256,0.055,4.621,0.000,positive
all_ghg,EU15,Metal industry,0.05,Finland,2013,0.630,0.049,12.883,0.000,positive
all_ghg,EU15,Metal industry,0.05,UnitedKingdom,2009,-0.171,0.083,-2.074,0.039,negative
all_ghg,EU15,Metal industry,0.05,UnitedKingdom,2011,-0.503,0.083,-6.028,0.000,negative
all_ghg,EU15,Metal industry,0.05,Greece,2008,-0.163,0.051,-3.183,0.002,negative
all_ghg,EU15,Metal industry,0.05,Ireland,2002,-0.188,0.058,-3.248,0.001,negative
all_ghg,EU15,Metal industry,0.05,Italy,2001,0.212,0.055,3.857,0.000,positive
all_ghg,EU15,Metal industry,0.05,Italy,2015,-0.191,0.052,-3.684,0.000,negative
all_ghg,EU15,Metal industry,0.05,Portugal,2008,0.571,0.050,11.430,0.000,positive
all_ghg,EU15,Metal industry,0.05,Sweden,2015,0.317,0.047,6.782,0.000,positive
all_ghg,EU15,Metal industry,0.01,Austria,2008,0.611,0.049,12.519,0.000,positive
all_ghg,EU15,Metal industry,0.01,Finland,2002,0.248,0.064,3.902,0.000,positive
all_ghg,EU15,Metal industry,0.01,Finland,2013,0.655,0.056,11.751,0.000,positive
all_ghg,EU15,Metal industry,0.01,UnitedKingdom,2011,-0.705,0.052,-13.446,0.000,negative
all_ghg,EU15,Metal industry,0.01,Ireland,2002,-0.271,0.066,-4.107,0.000,negative
all_ghg,EU15,Metal industry,0.01,Netherlands,2001,-1.049,0.059,-17.834,0.000,negative
all_ghg,EU15,Metal industry,0.01,Portugal,2008,0.625,0.052,11.930,0.000,positive
all_ghg,EU15,Metal industry,0.001,Austria,2008,0.611,0.049,12.519,0.000,positive
all_ghg,EU15,Metal industry,0.001,Finland,2002,0.248,0.064,3.902,0.000,positive
all_ghg,EU15,Metal industry,0.001,Finland,2013,0.655,0.056,11.751,0.000,positive
all_ghg,EU15,Metal industry,0.001,UnitedKingdom,2011,-0.705,0.052,-13.446,0.000,negative
all_ghg,EU15,Metal industry,0.001,Ireland,2002,-0.271,0.066,-4.107,0.000,negative
all_ghg,EU15,Metal industry,0.001,Netherlands,2001,-1.049,0.059,-17.834,0.000,negative
all_ghg,EU15,Metal industry,0.001,Portugal,2008,0.625,0.052,11.930,0.000,positive
all_ghg,EU15,Non-energy fuel products,0.05,Belgium,2015,0.156,0.034,4.540,0.000,positive
all_ghg,EU15,Non-energy fuel products,0.05,Germany,2010,0.155,0.034,4.534,0.000,positive
all_ghg,EU15,Non-energy fuel products,0.05,Denmark,2001,-0.141,0.047,-3.001,0.003,negative
all_ghg,EU15,Non-energy fuel products,0.05,Denmark,2006,-0.274,0.041,-6.709,0.000,negative
all_ghg,EU15,Non-energy fuel products,0.05,Spain,1998,0.323,0.059,5.451,0.000,positive
all_ghg,EU15,Non-energy fuel products,0.05,Spain,2016,-0.195,0.035,-5.556,0.000,negative
all_ghg,EU15,Non-energy fuel products,0.05,Finland,2004,-0.247,0.034,-7.191,0.000,negative
all_ghg,EU15,Non-energy fuel products,0.05,UnitedKingdom,2005,-0.236,0.035,-6.777,0.000,negative
all_ghg,EU15,Non-energy fuel products,0.05,Ireland,2000,0.513,0.085,6.003,0.000,positive
all_ghg,EU15,Non-energy fuel products,0.05,Ireland,2001,-0.677,0.086,-7.834,0.000,negative
all_ghg,EU15,Non-energy fuel products,0.05,Ireland,2005,0.274,0.046,5.958,0.000,positive
all_ghg,EU15,Non-energy fuel products,0.05,Ireland,2017,0.295,0.054,5.445,0.000,positive
all_ghg,EU15,Non-energy fuel products,0.05,Italy,2009,0.149,0.032,4.676,0.000,positive
all_ghg,EU15,Non-energy fuel products,0.05,Netherlands,2010,0.438,0.049,8.904,0.000,positive
all_ghg,EU15,Non-energy fuel products,0.05,Netherlands,2015,-0.312,0.052,-5.971,0.000,negative
all_ghg,EU15,Non-energy fuel products,0.05,Portugal,2015,0.217,0.036,5.954,0.000,positive
